title,rating,year,duration,director_1,director_fb_likes_1,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
Desert Dancer,PG-13,2014.0,104.0,Richard Raymond,10.0,Tom Cullen,Reece Ritchie,Marama Corlett,507.0,236.0,196.0
Major Dundee,Approved,1965.0,152.0,Sam Peckinpah,541.0,James Coburn,Slim Pickens,Warren Oates,773.0,575.0,288.0
Down for Life,R,2009.0,92.0,Alan Jacobs,2.0,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,881.0,826.0,601.0
Annie Get Your Gun,Passed,1950.0,107.0,George Sidney,24.0,Keenan Wynn,Howard Keel,Betty Hutton,277.0,244.0,83.0
Four Lions,R,2010.0,97.0,Christopher Morris,69.0,Kayvan Novak,Riz Ahmed,Alex Macqueen,414.0,365.0,106.0
House of Sand,R,2005.0,115.0,Andrucha Waddington,6.0,Fernanda Montenegro,Seu Jorge,Fernanda Torres,119.0,69.0,24.0
Defendor,R,2009.0,95.0,Peter Stebbings,89.0,Michael Kelly,Tony Nappo,Charlotte Sullivan,963.0,654.0,388.0
The Pirate,Approved,1948.0,102.0,Vincente Minnelli,136.0,Gladys Cooper,Reginald Owen,Ellen Ross,89.0,78.0,48.0
The Good Heart,R,2009.0,99.0,Dagur Kári,29.0,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,117.0,64.0,64.0
The History Boys,R,2006.0,109.0,Nicholas Hytner,13.0,Dominic Cooper,Russell Tovey,James Corden,3000.0,796.0,480.0
M*A*S*H,TV-PG,,25.0,,,David Ogden Stiers,Jamie Farr,Mike Farrell,443.0,421.0,395.0
Midnight Cowboy,X,1969.0,113.0,John Schlesinger,154.0,Brenda Vaccaro,Barnard Hughes,John McGiver,183.0,89.0,77.0
The Full Monty,R,1997.0,91.0,Peter Cattaneo,11.0,Tom Wilkinson,Mark Addy,Lesley Sharp,1000.0,891.0,121.0
Airplane!,PG,1980.0,88.0,Jim Abrahams,104.0,Peter Graves,Lloyd Bridges,Barbara Billingsley,628.0,575.0,318.0
Chain of Command,R,2015.0,88.0,Kevin Carraway,2.0,Michael Jai White,Max Ryan,Jon Osbeck,2000.0,872.0,6.0
Friday,R,1995.0,97.0,F. Gary Gray,473.0,Nia Long,John Witherspoon,Tony Cox,826.0,723.0,624.0
Menace II Society,R,1993.0,97.0,Albert Hughes,117.0,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,851.0,582.0,556.0
Empire,TV-14,,42.0,,,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,912.0,906.0,496.0
Creepshow 2,R,1987.0,85.0,Michael Gornick,10.0,George Kennedy,Holt McCallany,Dorothy Lamour,3000.0,273.0,178.0
The Ballad of Cable Hogue,R,1970.0,121.0,Sam Peckinpah,541.0,Slim Pickens,Jason Robards,L.Q. Jones,575.0,372.0,242.0
In Cold Blood,Approved,1967.0,134.0,Richard Brooks,174.0,John Forsythe,Robert Blake,Will Geer,255.0,220.0,188.0
The Nun's Story,Not Rated,1959.0,149.0,Fred Zinnemann,160.0,Colleen Dewhurst,Peter Finch,Beatrice Straight,157.0,139.0,75.0
Harper,Not Rated,1966.0,121.0,Jack Smight,22.0,Janet Leigh,Robert Wagner,Shelley Winters,606.0,481.0,367.0
Frenzy,R,1972.0,116.0,Alfred Hitchcock,13000.0,Bernard Cribbins,Jean Marsh,Clive Swift,195.0,146.0,118.0
The Witch,R,2015.0,92.0,Robert Eggers,22.0,Julian Richings,Kate Dickie,Ralph Ineson,648.0,191.0,159.0
I Got the Hook Up,R,1998.0,93.0,Michael Martin,0.0,Joe Estevez,Master P,Anthony Johnson,625.0,118.0,78.0
She's the One,R,1996.0,96.0,Edward Burns,0.0,John Mahoney,Frank Vincent,Michael McGlone,385.0,356.0,111.0
Gods and Monsters,R,1998.0,105.0,Bill Condon,386.0,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,3000.0,258.0,248.0
The Secret in Their Eyes,R,2009.0,129.0,Juan José Campanella,195.0,Ricardo Darín,Soledad Villamil,Guillermo Francella,827.0,88.0,50.0
Train,R,2008.0,94.0,Gideon Raff,47.0,Gideon Emery,Gloria Votsis,Derek Magyar,430.0,209.0,108.0
Evil Dead II,X,1987.0,37.0,Sam Raimi,0.0,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,634.0,328.0,199.0
Pootie Tang,PG-13,2001.0,81.0,Louis C.K.,0.0,Wanda Sykes,J.B. Smoove,Robert Vaughn,560.0,555.0,542.0
Sharknado,TV-14,2013.0,97.0,Anthony C. Ferrante,48.0,Ian Ziering,John Heard,Cassandra Scerbo,984.0,697.0,689.0
La otra conquista,R,1998.0,106.0,Salvador Carrasco,22.0,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,174.0,16.0,10.0
Trollhunter,PG-13,2010.0,103.0,André Øvredal,12.0,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,29.0,4.0,4.0
Ira & Abby,R,2006.0,101.0,Robert Cary,0.0,Frances Conroy,Fred Willard,Kevin Sussman,827.0,729.0,681.0
Winter Passing,R,2005.0,98.0,Adam Rapp,9.0,Zooey Deschanel,Will Ferrell,Dallas Roberts,11000.0,8000.0,405.0
D.E.B.S.,PG-13,2004.0,91.0,Angela Robinson,23.0,Jordana Brewster,Geoff Stults,Scoot McNairy,4000.0,756.0,660.0
The Masked Saint,PG-13,2016.0,105.0,Warren P. Sonoda,28.0,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,426.0,294.0,131.0
The Betrayed,,2008.0,98.0,Amanda Gusack,0.0,Alice Krige,Christian Campbell,Blaine Anderson,368.0,168.0,31.0
Taxman,R,1998.0,104.0,Avi Nesher,6.0,Fisher Stevens,Elizabeth Berkley,Robert Townsend,922.0,893.0,467.0
The Secret,,,45.0,,,James Nesbitt,Ash Cook,Genevieve O'Reilly,773.0,133.0,119.0
2:13,,2009.0,96.0,Charles Adelman,0.0,Teri Polo,Kevin Pollak,Jere Burns,708.0,574.0,460.0
"Batman: The Dark Knight Returns, Part 2",PG-13,2013.0,148.0,Jay Oliva,41.0,Michael Emerson,Mark Valley,Grey Griffin,2000.0,774.0,739.0
Time to Choose,,2015.0,100.0,Charles Ferguson,117.0,Jane Goodall,Jerry Brown,Peter Agnefjall,21.0,3.0,0.0
In the Name of the King: The Last Job,R,2014.0,86.0,Uwe Boll,892.0,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,603.0,145.0,50.0
Wicked Blood,Not Rated,2014.0,92.0,Mark Young,14.0,Alexa PenaVega,Jake Busey,Lew Temple,2000.0,660.0,597.0
Dawn Patrol,,2014.0,88.0,Daniel Petrie Jr.,19.0,Chris Brochu,Jeff Fahey,Rita Wilson,795.0,535.0,323.0
Lords of London,R,2014.0,90.0,Antonio Simoncini,0.0,Ray Winstone,Joe Egan,Glen Murphy,1000.0,53.0,37.0
High Anxiety,PG,1977.0,94.0,Mel Brooks,0.0,Madeline Kahn,Harvey Korman,Dick Van Patten,1000.0,628.0,605.0
March of the Penguins,G,2005.0,80.0,Luc Jacquet,10.0,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,11000.0,108.0,34.0
Margin Call,R,2011.0,107.0,J.C. Chandor,78.0,Kevin Spacey,Demi Moore,Ashley Williams,18000.0,2000.0,969.0
August,Not Rated,2011.0,99.0,Eldar Rapaport,0.0,Murray Bartlett,Adrian Gonzalez,Edward Conna,141.0,69.0,43.0
Choke,R,2008.0,92.0,Clark Gregg,0.0,Anjelica Huston,Matt Gerald,Jonah Bobo,1000.0,585.0,539.0
Whiplash,R,2014.0,107.0,Damien Chazelle,141.0,J.K. Simmons,Melissa Benoist,Chris Mulkey,24000.0,970.0,535.0
City of God,R,2002.0,135.0,Fernando Meirelles,353.0,Alice Braga,Seu Jorge,Alexandre Rodrigues,1000.0,69.0,40.0
Human Traffic,R,1999.0,99.0,Justin Kerrigan,8.0,Danny Dyer,John Simm,Shaun Parkes,798.0,472.0,78.0
Day One,PG-13,2012.0,102.0,Nathan Frankowski,19.0,Corbin Bleu,Rus Blackwell,Luis Antonio,632.0,144.0,80.0
The Dead Girl,R,2006.0,93.0,Karen Moncrieff,22.0,James Franco,Bruce Davison,Piper Laurie,11000.0,505.0,303.0
The Hunt,R,2012.0,115.0,Thomas Vinterberg,346.0,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,74.0,69.0,26.0
A Christmas Story,PG,1983.0,94.0,Bob Clark,84.0,Zack Ward,Darren McGavin,Scott Schwartz,662.0,577.0,378.0
Bella,PG-13,2006.0,91.0,Alejandro Monteverde,38.0,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,625.0,464.0,377.0
Class of 1984,R,1982.0,98.0,Mark L. Lester,73.0,Roddy McDowall,Perry King,Timothy Van Patten,595.0,251.0,129.0
The Opposite Sex,,2014.0,97.0,Jennifer Finnigan,246.0,Geoff Stults,Kenan Thompson,Josh Hopkins,756.0,521.0,491.0
Dreaming of Joseph Lees,R,1999.0,92.0,Eric Styles,4.0,Samantha Morton,Rupert Graves,Miriam Margolyes,632.0,443.0,405.0
The Class,PG-13,2008.0,128.0,Laurent Cantet,39.0,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,15.0,2.0,0.0
Rosemary's Baby,R,1968.0,136.0,Roman Polanski,2000.0,John Cassavetes,Mia Farrow,Charles Grodin,917.0,563.0,449.0
The Man Who Shot Liberty Valance,Approved,1962.0,113.0,John Ford,673.0,Lee Marvin,Woody Strode,Vera Miles,756.0,423.0,332.0
Adam,PG-13,2009.0,99.0,Max Mayer,6.0,Peter Gallagher,Terry Walters,Amy Irving,828.0,390.0,194.0
Maria Full of Grace,R,2004.0,101.0,Joshua Marston,13.0,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,280.0,11.0,6.0
Beginners,R,2010.0,105.0,Mike Mills,101.0,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,1000.0,394.0,157.0
Feast,R,2005.0,95.0,John Gulager,38.0,Krista Allen,Eric Dane,Henry Rollins,164000.0,2000.0,898.0
Animal House,R,1978.0,109.0,John Landis,644.0,John Belushi,Karen Allen,Tim Matheson,1000.0,784.0,559.0
Goldfinger,Approved,1964.0,110.0,Guy Hamilton,82.0,Honor Blackman,Gert Fröbe,Lois Maxwell,387.0,202.0,177.0
Antiviral,Not Rated,2012.0,108.0,Brandon Cronenberg,43.0,Sarah Gadon,Douglas Smith,Caleb Landry Jones,692.0,480.0,463.0
It's a Wonderful Life,PG,1946.0,118.0,Frank Capra,964.0,Donna Reed,Lionel Barrymore,Thomas Mitchell,488.0,275.0,248.0
Trainspotting,R,1996.0,94.0,Danny Boyle,0.0,Kelly Macdonald,Shirley Henderson,Ewen Bremner,2000.0,887.0,557.0
The Original Kings of Comedy,R,2000.0,115.0,Spike Lee,0.0,Bernie Mac,Cedric the Entertainer,Steve Harvey,1000.0,436.0,360.0
Paranormal Activity 2,R,2010.0,98.0,Tod Williams,21.0,Sprague Grayden,Molly Ephraim,Micah Sloat,438.0,332.0,189.0
Waking Ned Devine,PG,1998.0,91.0,Kirk Jones,52.0,James Nesbitt,David Kelly,Fionnula Flanagan,773.0,588.0,482.0
Bowling for Columbine,R,2002.0,120.0,Michael Moore,909.0,Michael Moore,Dick Clark,Bill Clinton,909.0,504.0,184.0
Coming Home,PG-13,2014.0,109.0,Yimou Zhang,611.0,Li Gong,Daoming Chen,Ni Yan,879.0,10.0,4.0
A Nightmare on Elm Street 2: Freddy's Revenge,R,1985.0,87.0,Jack Sholder,28.0,Clu Gulager,Robert Rusler,Marshall Bell,426.0,359.0,217.0
A Room with a View,Unrated,1985.0,117.0,James Ivory,133.0,Julian Sands,Rupert Graves,Denholm Elliott,687.0,443.0,249.0
The Purge,R,2013.0,85.0,James DeMonaco,65.0,Rhys Wakefield,Adelaide Kane,Chris Mulkey,942.0,810.0,535.0
Sinister,R,2012.0,110.0,Scott Derrickson,301.0,Danielle Kotch,Victoria Leigh,James Ransone,1000.0,419.0,412.0
Martin Lawrence Live: Runteldat,R,2002.0,113.0,David Raynr,9.0,Nancy O'Dell,Mikki Padilla,Dayna Devon,71.0,65.0,12.0
Cat on a Hot Tin Roof,Approved,1958.0,108.0,Richard Brooks,174.0,Burl Ives,Judith Anderson,Jack Carson,253.0,197.0,110.0
Beneath the Planet of the Apes,G,1970.0,95.0,Ted Post,57.0,Linda Harrison,Gregory Sierra,Victor Buono,220.0,162.0,158.0
Air Bud,PG,1997.0,98.0,Charles Martin Smith,188.0,Kevin Zegers,Bill Cobbs,Michael Jeter,2000.0,970.0,693.0
Pokémon 3: The Movie,G,2000.0,93.0,Kunihiko Yuyama,8.0,Veronica Taylor,Eric Stuart,Lisa Ortiz,88.0,82.0,49.0
Jason Lives: Friday the 13th Part VI,R,1986.0,86.0,Tom McLoughlin,41.0,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,956.0,316.0,155.0
The Bridge on the River Kwai,PG,1957.0,161.0,David Lean,767.0,William Holden,Sessue Hayakawa,Jack Hawkins,682.0,119.0,87.0
Spaced Invaders,PG,1990.0,100.0,Patrick Read Johnson,32.0,Ariana Richards,Royal Dano,Tonya Lee Williams,610.0,232.0,175.0
Family Plot,PG,1976.0,120.0,Alfred Hitchcock,13000.0,Ed Lauter,Bruce Dern,William Devane,897.0,844.0,416.0
The Apartment,Approved,1960.0,125.0,Billy Wilder,0.0,Fred MacMurray,Ray Walston,David White,516.0,417.0,180.0
Jason Goes to Hell: The Final Friday,R,1993.0,91.0,Adam Marcus,18.0,Kane Hodder,Leslie Jordan,Erin Gray,935.0,805.0,307.0
Torn Curtain,Approved,1966.0,128.0,Alfred Hitchcock,13000.0,Tamara Toumanova,Lila Kedrova,David Opatoshu,18.0,16.0,14.0
Dave Chappelle's Block Party,R,2005.0,100.0,Michel Gondry,1000.0,Common,Dave Chappelle,Lauryn Hill,989.0,744.0,220.0
Slow West,R,2015.0,84.0,John Maclean,85.0,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,13000.0,884.0,748.0
Krush Groove,R,1985.0,97.0,Michael Schultz,78.0,Blair Underwood,LisaGay Hamilton,Bobby Brown,685.0,178.0,77.0
Next Day Air,R,2009.0,84.0,Benny Boom,23.0,Omari Hardwick,Donald Faison,Mike Epps,1000.0,927.0,706.0
Elmer Gantry,Approved,1960.0,146.0,Richard Brooks,174.0,Shirley Jones,Jean Simmons,Edward Andrews,556.0,422.0,125.0
Judgment at Nuremberg,Not Rated,1961.0,186.0,Stanley Kramer,176.0,Maximilian Schell,Montgomery Clift,Spencer Tracy,877.0,862.0,760.0
Trippin',R,1999.0,94.0,David Raynr,9.0,Donald Faison,Deon Richmond,Countess Vaughn,927.0,209.0,200.0
Robot Chicken,TV-MA,,11.0,,,Matthew Senreich,Seth Green,Breckin Meyer,11.0,0.0,0.0
Red River,Approved,1948.0,126.0,Howard Hawks,393.0,Montgomery Clift,Walter Brennan,Harry Carey Jr.,862.0,376.0,281.0
Phat Girlz,PG-13,2006.0,99.0,Nnegest Likké,18.0,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,940.0,407.0,233.0
Before Midnight,R,2013.0,109.0,Richard Linklater,0.0,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,140.0,63.0,48.0
Teen Wolf Too,PG,1987.0,95.0,Christopher Leitch,4.0,John Astin,Robert Neary,Kim Darby,641.0,168.0,152.0
Phantasm II,R,1988.0,97.0,Don Coscarelli,152.0,Angus Scrimm,A. Michael Baldwin,James Le Gros,674.0,174.0,135.0
Woman Thou Art Loosed,R,2004.0,94.0,Michael Schultz,78.0,Loretta Devine,Kimberly Elise,Clifton Powell,912.0,637.0,469.0
Real Women Have Curves,PG-13,2002.0,90.0,Patricia Cardoso,15.0,America Ferrera,Lupe Ontiveros,George Lopez,953.0,625.0,453.0
Deadline Gallipoli,,,197.0,,,Rachel Griffiths,Jessica De Gouw,Luke Ford,578.0,476.0,110.0
Water,PG-13,2005.0,117.0,Deepa Mehta,375.0,John Abraham,Lisa Ray,Seema Biswas,1000.0,329.0,31.0
East Is East,R,1999.0,96.0,Damien O'Donnell,70.0,Archie Panjabi,Jimi Mistry,Om Puri,884.0,183.0,163.0
Whipped,R,2000.0,82.0,Peter M. Cohen,0.0,Callie Thorne,Brian Van Holt,David Heyman,472.0,324.0,51.0
Kama Sutra: A Tale of Love,R,1996.0,109.0,Mira Nair,300.0,Indira Varma,Sarita Choudhury,Rekha,729.0,257.0,200.0
Please Give,R,2010.0,90.0,Nicole Holofcener,132.0,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,1000.0,864.0,547.0
Willy Wonka & the Chocolate Factory,G,1971.0,89.0,Mel Stuart,21.0,Peter Ostrum,Jack Albertson,Julie Dawn Cole,240.0,177.0,124.0
Warlock: The Armageddon,R,1993.0,98.0,Anthony Hickox,16.0,Julian Sands,Zach Galligan,Paula Marshall,687.0,233.0,222.0
8 Heads in a Duffel Bag,R,1997.0,95.0,Tom Schulman,45.0,Kristy Swanson,George Hamilton,Dyan Cannon,579.0,341.0,267.0
Days of Heaven,PG,1978.0,94.0,Terrence Malick,0.0,Sam Shepard,Stuart Margolin,Richard Libertini,820.0,350.0,180.0
Thirteen Conversations About One Thing,R,2001.0,104.0,Jill Sprecher,11.0,Matthew McConaughey,Rob McElhenney,Amy Irving,11000.0,813.0,194.0
Jawbreaker,R,1999.0,87.0,Darren Stein,18.0,Julie Benz,Judy Greer,Jeff Conaway,3000.0,2000.0,844.0
Basquiat,R,1996.0,108.0,Julian Schnabel,232.0,Gary Oldman,Michael Wincott,Courtney Love,10000.0,721.0,353.0
Frances Ha,R,2012.0,86.0,Noah Baumbach,387.0,Greta Gerwig,Grace Gummer,Vanessa Ray,962.0,481.0,270.0
Tsotsi,R,2005.0,94.0,Gavin Hood,151.0,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,113.0,64.0,29.0
Happiness,,1998.0,134.0,Todd Solondz,377.0,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,22000.0,11000.0,812.0
DysFunktional Family,R,2003.0,89.0,George Gallo,269.0,Eddie Griffin,Joe Howard,Robert Noble,489.0,26.0,24.0
Tusk,R,2014.0,102.0,Kevin Smith,0.0,Johnny Depp,Haley Joel Osment,Michael Parks,40000.0,3000.0,387.0
Oldboy,R,2003.0,120.0,Chan-wook Park,0.0,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,717.0,78.0,38.0
Letters to God,PG,2010.0,110.0,David Nixon,13.0,Robyn Lively,Michael Bolten,Christopher Schmidt,439.0,399.0,221.0
Hobo with a Shotgun,Not Rated,2011.0,86.0,Jason Eisener,59.0,Gregory Smith,Robb Wells,Molly Dunsworth,694.0,324.0,104.0
Compadres,R,2016.0,101.0,Enrique Begne,0.0,Kevin Pollak,Héctor Jiménez,Erick Elias,574.0,327.0,165.0
Freeway,R,1996.0,102.0,Matthew Bright,9.0,Bokeem Woodbine,Dan Hedaya,Robert Peters,904.0,281.0,221.0
Love's Abiding Joy,PG,2006.0,87.0,Michael Landon Jr.,84.0,William Morgan Sheppard,Kevin Gage,Brianna Brown,702.0,366.0,331.0
Fish Tank,Not Rated,2009.0,123.0,Andrea Arnold,121.0,Michael Fassbender,Harry Treadaway,Jason Maza,13000.0,260.0,168.0
Damsels in Distress,PG-13,2011.0,99.0,Whit Stillman,89.0,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,962.0,476.0,322.0
Creature,,,173.0,,,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke,723.0,539.0,476.0
Bachelorette,R,2012.0,87.0,Leslye Headland,21.0,Kirsten Dunst,Adam Scott,Andrew Rannells,4000.0,3000.0,416.0
BrainDead,,,44.0,,,Danny Pino,Megan Hilty,Zach Grenier,786.0,341.0,246.0
Brave New Girl,PG-13,2004.0,120.0,Bobby Roth,40.0,Virginia Madsen,Aaron Ashmore,Lindsey Haun,913.0,750.0,249.0
Tim and Eric's Billion Dollar Movie,R,2012.0,93.0,Tim Heidecker,78.0,Michael Gross,William Atherton,Bob Ross,536.0,317.0,197.0
The Grand,,,60.0,,,Susan Hampshire,Amanda Mealing,Tim Healy,40.0,37.0,23.0
Summer Storm,R,2004.0,98.0,Marco Kreuzpaintner,7.0,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,289.0,38.0,17.0
Fort McCoy,R,2011.0,100.0,Kate Connor,27.0,Johnny Pacar,Eric Stoltz,Brendan Fehr,1000.0,902.0,847.0
Chain Letter,R,2009.0,88.0,Deon Taylor,26.0,Matt Cohen,Betsy Russell,Noah Segan,487.0,298.0,236.0
Just Looking,R,1999.0,97.0,Jason Alexander,700.0,Gretchen Mol,Patti LuPone,Peter Onorati,600.0,325.0,56.0
The Divide,R,2011.0,122.0,Xavier Gens,87.0,Michael Biehn,Lauren German,Rosanna Arquette,2000.0,683.0,605.0
The Eclipse,R,2009.0,86.0,Conor McPherson,0.0,Aidan Quinn,Iben Hjejle,Jim Norton,767.0,123.0,77.0
Demonic,R,2015.0,83.0,Will Canon,8.0,Frank Grillo,Scott Mechlowicz,Aaron Yoo,798.0,634.0,617.0
My Big Fat Independent Movie,R,2005.0,80.0,Philip Zlotorynski,0.0,Neil Hopkins,Darren Keefe Reiher,David Douglas,231.0,27.0,19.0
The Deported,PG-13,2009.0,90.0,Lance Kawas,66.0,Taylor Negron,Michael Rapaport,Talia Shire,1000.0,975.0,452.0
Tanner Hall,R,2009.0,96.0,Francesca Gregorini,15.0,Tom Everett Scott,Amy Sedaris,Chris Kattan,433.0,397.0,357.0
Open Road,,2013.0,85.0,Marcio Garcia,74.0,John Savage,Kristi Clainos,Emily Nelson,652.0,124.0,47.0
They Came Together,R,2014.0,83.0,David Wain,136.0,Christopher Meloni,Amy Poehler,Jack McBrayer,3000.0,1000.0,975.0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,R,2013.0,80.0,Craig Moss,19.0,French Stewart,Ashley Martin,Olivia Alexander,319.0,302.0,73.0
Never Back Down 2: The Beatdown,R,2011.0,90.0,Michael Jai White,2000.0,Michael Jai White,Alex Meraz,Jillian Murray,2000.0,606.0,454.0
Point Blank,Approved,1967.0,92.0,John Boorman,128.0,Lee Marvin,Angie Dickinson,Carroll O'Connor,756.0,754.0,480.0
Four Single Fathers,,2009.0,100.0,Paolo Monico,3.0,Stephanie Szostak,Sarah Rafferty,Salvatore Santone,1000.0,810.0,382.0
Enter the Dangerous Mind,,2013.0,88.0,Youssef Delara,8.0,Noel Gugliemi,David Bianchi,Jason Priestley,2000.0,715.0,471.0
Something Wicked,R,2014.0,95.0,Darin Scott,39.0,Julian Morris,Shantel VanSanten,John Robinson,1000.0,748.0,375.0
AWOL-72,R,2015.0,82.0,Christian Sesma,9.0,Bokeem Woodbine,Brooke Newton,Brett Wagner,904.0,779.0,648.0
Iguana,,1988.0,97.0,Monte Hellman,96.0,Everett McGill,Jack Taylor,Fabio Testi,201.0,39.0,37.0
Chicago Overcoat,R,2009.0,94.0,Brian Caunter,0.0,Mike Starr,Stacy Keach,Frank Vincent,854.0,602.0,356.0
Barry Munday,R,2010.0,95.0,Chris D'Arienzo,7.0,Judy Greer,Cybill Shepherd,Shea Whigham,2000.0,536.0,463.0
Central Station,R,1998.0,113.0,Walter Salles,179.0,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,119.0,14.0,11.0
Pocketful of Miracles,Approved,1961.0,136.0,Frank Capra,964.0,Ann-Margret,Glenn Ford,Thomas Mitchell,931.0,416.0,248.0
Close Range,,2015.0,80.0,Isaac Florentine,81.0,Anthony L. Fernandez,Nick Chinlund,Scott Evans,640.0,277.0,214.0
Boynton Beach Club,R,2005.0,105.0,Susan Seidelman,39.0,Dyan Cannon,Michael Nouri,Brenda Vaccaro,267.0,225.0,183.0
Amnesiac,,2014.0,90.0,Michael Polish,35.0,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,216.0,158.0,21.0
Freakonomics,PG-13,2010.0,93.0,Heidi Ewing,4.0,Greg Crowe,James Ransone,Tempestt Bledsoe,875.0,412.0,394.0
High Tension,Unrated,2003.0,89.0,Alexandre Aja,192.0,Cécile De France,Maïwenn,Oana Pellea,447.0,236.0,142.0
Griff the Invisible,PG-13,2010.0,90.0,Leon Ford,18.0,Maeve Dermody,Patrick Brammall,Kelly Paterniti,130.0,96.0,39.0
Unnatural,R,2015.0,89.0,Hank Braxtan,6.0,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,679.0,234.0,29.0
Hustle & Flow,R,2005.0,116.0,Craig Brewer,153.0,Isaac Hayes,Paula Jai Parker,Elise Neal,275.0,247.0,165.0
Some Like It Hot,Not Rated,1959.0,120.0,Billy Wilder,0.0,Nehemiah Persoff,Joe E. Brown,George Raft,105.0,103.0,102.0
Friday the 13th Part VII: The New Blood,R,1988.0,88.0,John Carl Buechler,152.0,Kane Hodder,Terry Kiser,William Butler,935.0,448.0,181.0
The Wizard of Oz,Passed,1939.0,102.0,Victor Fleming,149.0,Margaret Hamilton,Terry,Billie Burke,695.0,421.0,357.0
Young Frankenstein,PG,1974.0,106.0,Mel Brooks,0.0,Madeline Kahn,Peter Boyle,Teri Garr,1000.0,595.0,481.0
Diary of the Dead,R,2007.0,95.0,George A. Romero,0.0,Megan Park,Shawn Roberts,Joe Dinicol,569.0,529.0,192.0
Lage Raho Munna Bhai,PG-13,2006.0,144.0,Rajkumar Hirani,124.0,Vidya Balan,Sanjay Dutt,Jimmy Shergill,464.0,426.0,327.0
Ulee's Gold,R,1997.0,113.0,Victor Nunez,9.0,Peter Fonda,Patricia Richardson,Vanessa Zima,402.0,222.0,42.0
The Black Stallion,G,1979.0,118.0,Carroll Ballard,19.0,Teri Garr,Kelly Reno,Hoyt Axton,481.0,81.0,48.0
Sardaar Ji,,2015.0,141.0,Rohit Jugraj,2.0,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh,258.0,85.0,32.0
Journey to Saturn,Not Rated,2008.0,90.0,Thorbjørn Christoffersen,0.0,Iben Hjejle,Frank Hvam,Casper Christensen,123.0,33.0,13.0
Donovan's Reef,Not Rated,1963.0,109.0,John Ford,673.0,Lee Marvin,Cesar Romero,Jack Warden,756.0,370.0,359.0
The Dress,,1996.0,95.0,Alex van Warmerdam,53.0,Rijk de Gooyer,Ariane Schluter,Henri Garcin,20.0,3.0,2.0
A Guy Named Joe,Passed,1943.0,122.0,Victor Fleming,149.0,Spencer Tracy,Esther Williams,Irene Dunne,760.0,675.0,315.0
Blazing Saddles,R,1974.0,93.0,Mel Brooks,0.0,Madeline Kahn,David Huddleston,Harvey Korman,1000.0,1000.0,628.0
Friday the 13th: The Final Chapter,R,1984.0,97.0,Joseph Zito,17.0,Judie Aronson,Tom Everett,Kimberly Beck,158.0,84.0,74.0
Ida,PG-13,2013.0,82.0,Pawel Pawlikowski,84.0,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza,88.0,64.0,46.0
Maurice,R,1987.0,140.0,James Ivory,133.0,Rupert Graves,Denholm Elliott,Simon Callow,443.0,249.0,239.0
Beer League,R,2006.0,86.0,Frank Sebastiano,3.0,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,833.0,549.0,327.0
Riding Giants,PG-13,2004.0,105.0,Stacy Peralta,147.0,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,52.0,52.0,28.0
Timecrimes,R,2007.0,66.0,Nacho Vigalondo,76.0,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga,123.0,76.0,36.0
Silver Medallist,,2009.0,99.0,Hao Ning,0.0,Jack Kao,Bo Huang,Zheng Xu,11.0,4.0,4.0
